Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
4,2018,4126,3,1,1,51.04431818,999,67,5,4.8,20
4,2017,98500,2,1,1,47.5065,1248,74,5,6,26
1,2016,61578,3,1,1,44.45795455,1197,82,5,6.4,22
7,2014,54000,2,1,1,42.1038,1498,103.2,5,4.9,23
1,2013,70998,2,0,1,36.5976,1968,174.33,5,20.57,9
11,2015,40082,2,1,1,39.951,1248,73.9,5,4.76,25
3,2012,50619,3,1,1,42.34090909,995,62,5,2,29
1,2009,103905,2,0,1,46.9683,1995,190,5,9.92,10
3,2018,15334,3,1,1,49.63295455,814,55.2,5,3.69,22
4,2013,69000,2,1,1,48.438,1248,74,5,5.75,25
4,2014,75160,2,1,1,41.6898,1498,88.5,5,5.7,23
1,2014,44753,3,1,1,42.34090909,1198,86.7,5,4.94,21
3,2012,53024,3,0,1,33.87272727,1598,103.6,5,4.29,23
11,2014,23840,3,1,1,48.24511364,998,67.04,5,3,25
4,2014,81298,2,1,1,41.6898,1498,88.8,5,6.5,23
10,2015,59000,3,1,2,38.74193182,1198,73.9,5,4.9,23
3,2016,51806,2,1,1,53.406,1498,98.6,5,5.4,21
5,2014,56000,2,0,1,38.3571,1968,187.74,5,24,9
3,2019,29279,2,1,1,51.129,1047,69,5,7.46,26
3,2017,33550,2,0,1,44.505,1498,108.5,5,9.6,23
4,2014,62000,2,0,1,38.3571,1968,187.74,5,25,9
4,2014,66000,2,1,1,39.3507,1461,108.5,5,6.8,24
1,2016,46630,2,0,1,44.8362,1498,103.52,5,8.59,18
4,2016,72566,2,1,1,53.4681,1498,99,5,5.29,19
9,2011,51482,2,1,1,31.9194,1405,70,8,2.5,26
8,2011,90000,2,0,1,30.7188,2143,167.62,5,13.9,8
10,2014,69000,2,1,2,26.91,2982,168.5,7,20,14
5,2011,90000,3,1,2,39.98863636,1497,118,5,3.4,21
6,2015,39000,3,1,1,43.75227273,1197,81.83,5,5.5,22
4,2012,110000,2,1,2,42.5178,1598,103.6,5,3.65,23
3,2011,68022,2,1,1,27.117,2499,141,7,5.86,19
1,2018,27852,3,0,1,34.81363636,1497,121.36,5,10.44,19
2,2013,58291,2,1,1,36.846,1248,74,5,5,25
1,2011,68439,2,1,1,47.61,1396,90,5,3.37,22
5,2011,150000,2,1,1,26.8893,2494,100.6,8,6.95,14
6,2018,14000,2,1,1,44.505,1497,108.5,5,9.9,26
4,2012,71558,2,1,1,41.4,1399,68.05,5,3.3,19
5,2013,48000,2,0,2,36.9495,2967,300,4,50.5,4
10,2015,65800,2,0,1,35.2107,1582,126.2,5,12.5,22
4,2014,53000,2,0,1,34.2585,1968,140,5,20.5,9
11,2017,14600,2,1,1,33.12,2179,140,7,14.5,17
10,2017,34429,2,0,1,28.566,2999,174.57,7,20,13
5,2014,52000,2,1,1,48.438,1248,74,5,5.25,25
11,2015,25470,3,1,1,48.76261364,1373,91.1,5,5.9,25
9,2013,22000,3,1,1,49.63295455,814,55.2,5,2.6,22
8,2007,75000,2,0,1,22.77,2987,198.5,5,11,8
9,2011,95995,2,0,1,38.2536,1995,177,5,15.5,10
10,2017,26877,2,1,1,49.68,1186,73.97,5,5.75,22
4,2015,26000,2,0,1,29.9529,2993,301.73,5,75,5
8,2007,140000,2,1,2,36.846,1248,75,5,2,25
4,2008,95291,3,1,1,42.15272727,1086,62.1,5,2.3,22
4,2009,135000,2,1,2,26.496,2494,102,8,8.2,14
11,2015,32000,3,1,1,43.75227273,1197,81.83,5,4.8,22
6,2008,68333,2,0,2,22.77,2987,198.5,5,8.5,8
8,2011,72000,2,1,1,41.4,1399,68,5,2.9,19
7,2012,52100,2,1,1,44.3601,1364,86.79,5,6.5,14
10,2018,10000,3,1,1,44.45795455,1197,81.86,5,5.85,22
1,2019,6261,2,1,1,33.741,1956,170,5,23.91,12
1,2019,3906,3,0,1,49.13897727,1197,81.8,5,7.36,25
9,2014,55960,2,1,1,23.805,2982,171,7,17.25,14
10,2013,144000,2,1,1,42.5178,1598,103.6,5,7,23
6,2017,38000,2,1,1,28.3176,2393,147.8,7,17.65,14
10,2013,51000,2,1,1,41.4,1399,68.1,5,2.5,19
4,2015,150000,2,1,1,48.8313,1364,67.05,5,6,14
6,2018,2500,2,1,1,37.3842,2523,63,7,8.25,17
3,2018,41661,2,0,1,26.289,2179,187.7,5,44.83,3
5,2011,64000,2,0,1,33.2649,1995,181,5,10.5,10
2,2008,80000,3,1,2,31.05,1495,94,5,1.9,22
10,2016,30000,3,0,2,54.3375,998,67.04,5,4.25,25
8,2014,43000,2,0,2,33.8652,2179,187.7,5,26.5,5
2,2013,90000,2,0,2,25.668,2698,179.5,5,22.5,9
4,2011,123880,2,1,1,47.7756,1461,63.1,5,3.3,24
10,2015,42000,3,1,2,42.34090909,1198,86.7,5,4.3,21
8,2012,79824,2,1,1,41.1309,1461,83.8,5,5.25,20
10,2015,75000,2,1,1,26.8893,2494,100.6,8,11.75,14
7,2014,72411,3,1,1,42.34090909,1198,86.7,5,4.25,21
5,2012,63000,2,0,1,30.9258,2143,204,5,14.22,8
8,2015,53713,3,1,1,41.65875,1197,78.9,5,4.2,14
5,2017,18000,2,0,1,23.5152,2755,171.5,8,18.25,14
2,2013,51000,2,1,1,32.706,2148,170,5,18.5,8
8,2008,86700,3,1,2,37.87159091,1298,88.2,5,2.4,25
11,2016,29000,2,1,1,56.6973,1248,74,5,6.5,25
4,2014,56000,3,1,1,21.44073915,1086,62.1,5,3.2,22
6,2015,33000,3,0,1,54.3375,998,67.04,5,3.99,25
3,2014,64394,2,1,1,46.989,1498,89.84,5,5.45,19
4,2010,76000,2,1,1,38.916,1248,90,5,2.7,26
6,2016,48719,2,1,1,56.511,1498,98.6,5,6.25,21
1,2016,59711,2,1,1,31.257,2179,140,7,13.28,17
4,2012,83000,2,1,1,47.7756,1461,63.1,5,3.7,24
1,2018,10714,2,0,1,39.8889,2143,167.62,5,39.51,8
4,2010,127510,2,1,2,39.33,1248,90,5,1.4,26
11,2014,35010,2,1,1,47.403,1248,74,5,3.5,25
10,2012,75451,3,1,1,41.16477273,1197,85.8,5,3.78,25
9,2015,83000,2,1,1,39.5163,1405,69.01,5,2.7,26
11,2013,38755,2,1,1,53.406,1498,98.6,5,3.2,21
5,2016,30000,3,1,1,47.98636364,1197,81.8,5,5,25
8,2012,40000,2,1,1,42.9939,1248,88.8,7,7,25
11,2014,19500,3,1,2,44.45795455,1197,82,5,2.85,22
7,2016,41000,3,1,1,46.31625,1198,67.04,5,4.25,24
2,2014,30000,3,1,2,44.45795455,1197,82,5,4.9,22
4,2017,37000,2,1,1,35.397,1956,170,5,16.9,12
5,2014,62000,2,1,2,45.6849,1199,73.9,5,4.25,23
9,2015,42023,3,0,1,36.46022727,1198,86.7,5,4.34,21
11,2012,51001,2,0,1,33.3063,1995,184,5,17,10
3,2017,55389,2,0,1,39.0816,1995,184,5,28.45,10
3,2014,46728,3,0,1,36.69545455,1497,116.3,5,6.15,21
3,2014,58995,2,1,1,26.5581,2696,162,7,9.25,17
5,2015,37857,2,1,1,55.0413,1248,74,5,4.85,25
10,2014,71000,2,1,1,52.164,1248,74,5,4.8,25
9,2012,49024,3,1,1,43.28181818,1198,86.8,5,2.3,21
6,2016,10770,3,1,1,44.45795455,1197,82,5,4.75,22
9,2017,72000,2,1,1,47.5065,1248,74,5,5,26
10,2015,91000,3,1,1,49.63295455,814,55.2,5,2.5,22
6,2017,14000,3,1,1,43.75227273,1197,81.83,5,5.95,22
5,2014,48000,2,0,2,18.63,1984,181,5,16,11
5,2014,75136,2,1,1,46.989,1498,89.84,5,6.15,19
4,2014,32500,3,1,2,49.63295455,1197,85.8,5,4.05,25
4,2010,94500,2,1,2,45.333,1396,90,5,3.1,22
4,2013,34900,3,1,1,51.75,1197,81.8,5,5.49,25
1,2010,42400,3,0,3,18.81818182,4806,394.3,4,42.91,4
10,2015,50000,2,1,1,36.846,1248,75,5,5.7,25
11,2014,35000,3,1,1,45.63409091,1198,86.8,5,2.85,21
2,2012,37000,3,1,2,43.75227273,1199,79.4,5,2.35,29
1,2018,32807,3,0,1,30.57954545,1591,121.3,5,14.76,22
9,2008,119000,3,1,2,41.63522727,1497,78,5,2.25,21
6,2016,12000,3,1,1,43.51704545,1197,85.8,5,3.65,25
5,2016,46727,2,1,1,47.1339,1498,98.59,5,7.25,19
4,2010,73336,2,0,1,27.324,1995,170,5,10.69,10
6,2014,9000,3,1,2,40.01215909,1591,121.3,5,5.5,22
8,2005,240000,2,1,4,26.496,2494,102,8,5.1,14
6,2014,25422,3,1,1,52.92613636,998,67.04,5,3.25,25
6,2018,14000,2,1,1,52.7229,1248,88.5,7,9.25,25
4,2008,66000,3,1,1,46.33977273,796,46.3,5,1.7,25
3,2010,55324,3,1,1,44.69318182,998,66.1,5,2.87,25
2,2009,90000,2,0,1,22.77,2993,235,5,17.75,10
11,2017,43000,3,1,1,42.69375,1198,82,5,4.5,17
2,2008,58483,3,0,2,45.16363636,1197,80,5,2.95,22
9,2007,93000,3,0,2,30.34431818,1799,130,5,2.6,21
4,2010,50000,3,1,1,47.89227273,1197,78.9,5,3,22
7,2014,78616,2,0,2,30.7188,2143,170,5,15.5,8
9,2011,37000,3,1,1,41.4,1496,88.73,5,2.8,14
11,2010,54801,3,1,1,39.98863636,1497,118,5,2.5,21
2,2014,29000,2,1,1,48.438,1248,74,5,5.75,25
9,2010,68000,3,1,1,51.75,1197,81.8,5,2.8,25
11,2014,58000,3,1,1,40.01215909,1591,121.3,5,4.59,22
9,2012,64290,2,1,1,48.024,1248,73.94,5,3.65,25
6,2015,31000,2,1,1,26.91,2982,168.5,7,19.85,14
9,2018,16039,2,1,1,35.397,1956,170,5,18.5,12
4,2017,19860,3,1,1,43.75227273,1197,81.83,5,6.95,22
5,2014,48500,4,1,2,39.80885552,998,58.16,5,2.85,25
10,2012,75391,2,1,1,28.8351,2179,138,7,3.75,26
10,2008,78000,2,1,2,39.951,1248,73.9,5,2.3,25
11,2016,78000,2,1,1,51.75,1396,69.01,5,2.3,26
4,2016,52000,2,1,1,58.788,1248,74,5,5.95,25
11,2016,30000,3,0,1,54.3375,998,67.04,5,3.49,25
1,2016,19254,2,0,1,30.4083,2993,258,5,47.7,10
1,2015,29651,3,1,1,38.74193182,1198,74,5,6.43,23
2,2011,80000,2,1,1,28.8351,2179,138.03,7,4.5,26
11,2018,2971,3,0,1,31.99090909,1598,181,4,39.75,7
11,2015,21400,3,1,1,36.69545455,1196,70,5,4,19
7,2015,77000,2,1,1,53.82,1498,98.6,5,6.98,21
5,2006,80000,2,1,2,26.082,1991,112,7,1.75,22
5,2013,81755,2,1,1,41.4,1968,108.5,5,4.75,18
4,2016,99593,2,1,1,23.805,2982,171,7,23.5,14
4,2014,39791,2,1,1,46.2024,1582,126.32,5,7.49,22
4,2015,113000,2,1,1,31.257,2179,140,7,10.85,17
6,2017,24000,3,1,1,59.20670455,799,53.3,5,3.5,20
2,2015,39000,3,1,2,43.75227273,1197,81.83,5,6.3,22
2,2012,37000,3,0,1,36.69545455,1497,116.3,5,6.75,21
1,2017,61108,2,0,1,22.5837,3198,197,7,28.88,19
3,2016,61648,3,0,1,32.22613636,1798,157.75,5,14.23,18
6,2012,37000,2,0,3,46.9683,1995,190,5,15,10
6,2013,53000,4,1,1,34.12187616,1373,80.9,7,5.8,25
10,2013,65000,2,1,1,48.024,1248,73.94,5,3.75,25
10,2005,120000,3,1,1,42.15272727,1086,63,5,1.15,22
10,2011,148009,2,1,2,23.805,2982,171,7,12.75,14
6,2009,53001,3,1,1,37.87159091,1298,88.2,5,1.95,25
6,2018,22345,3,1,1,47.75113636,1199,84,5,4.95,26
5,2015,50000,3,0,1,42.34090909,1497,117.3,5,8.25,21
4,2013,48183,2,0,1,27.324,1995,170,5,20.99,10
4,2010,93000,2,0,2,29.4147,2143,203,5,17.5,8
3,2015,53500,2,1,1,58.788,1248,74,5,5.36,25
5,2014,17585,3,1,1,37.68340909,1373,93.7,7,6.35,25
11,2011,36226,3,1,1,40.01215909,1591,121.3,5,2.95,22
1,2019,25899,2,0,1,26.1441,2179,147.5,5,55.7,6
11,2009,60170,3,1,1,42.15272727,1086,62,5,1.15,22
4,2017,11200,2,0,1,39.8889,2143,167.62,5,37.5,8
3,2017,49045,3,1,1,47.89227273,1197,78.9,5,4.07,22
11,2012,45000,2,1,1,45.6849,1199,73.9,5,2.99,23
5,2017,40000,2,1,1,50.301,1248,88.5,5,7.9,25
6,2016,36600,2,1,1,41.1309,1461,83.8,5,7.49,20
10,2009,117000,2,1,1,37.26,1248,75,5,1.1,26
5,2016,16000,2,0,1,23.391,2987,254.8,7,56,8
6,2016,50000,2,1,1,52.578,1186,73.97,5,3.5,22
4,2008,150000,2,1,1,37.467,1493,110,5,3,22
6,2014,11000,3,1,1,40.01215909,1591,121.3,5,6.1,22
2,2010,102016,3,1,1,36.69545455,1196,70,5,2.25,19
8,2016,38000,2,1,1,52.164,1248,74,5,5.95,25
4,2013,71491,2,1,1,47.7756,1461,63.12,5,4.95,20
2,2015,46354,3,1,2,38.74193182,1198,74,5,5.49,23
5,2019,87000,2,0,1,46.9683,1995,190,5,6.67,10
7,2015,20765,3,1,1,35.28409091,1598,103.52,5,6.25,18
7,2005,58000,3,1,2,47.75113636,999,63,5,1.51,22
1,2014,51076,2,0,1,24.9849,2967,241.4,7,34.88,9
10,2016,84085,2,1,1,54.2547,1248,88.5,5,6.9,25
11,2014,55000,2,1,1,51.957,1498,98.6,5,5.99,21
6,2010,73000,3,0,1,25.71034091,3498,272,5,10.4,8
9,2012,50001,2,0,1,30.1599,2967,241.38,5,29,9
1,2016,93166,2,1,2,29.0214,2179,118.3,7,5.85,17
3,2006,99583,3,0,3,28.22727273,1493,100,5,2.21,21
6,2010,72000,3,1,1,36.46022727,1586,103.3,5,2.4,25
9,2009,70000,3,1,3,34.17852273,1798,138.1,5,3,14
9,2012,61000,3,0,2,33.87272727,1598,103.6,5,3.75,23
9,2015,66510,3,1,1,49.63295455,814,55.2,5,2.95,22
4,2011,84062,2,1,1,41.4,1968,108.5,5,5.8,18
4,2012,80799,2,1,1,47.403,1248,74,5,4.9,25
11,2018,5000,3,0,1,33.59045455,1798,138.03,5,16.95,14
4,2013,92000,2,1,1,26.8893,2494,100,8,12.5,14
4,2017,53000,2,1,1,56.4696,1047,69,5,5,26
6,2015,39822,3,1,1,36.24852273,1598,103.52,5,4.68,18
6,2016,29000,2,0,1,22.5837,3198,197,7,29.8,19
3,2017,24214,3,1,2,59.20670455,799,53.3,5,3.46,20
9,2012,75000,2,1,1,47.61,1396,90,5,4,22
8,2012,77216,2,1,2,36.225,1896,106,5,4.5,18
3,2013,74290,2,1,1,44.3601,1364,87.2,5,5.87,14
5,2015,61000,2,1,1,31.878,2179,120,8,9.5,17
8,2013,44000,2,0,1,29.3112,1968,174.3,5,32.5,9
1,2014,74041,2,1,1,37.674,1248,73.8,8,3.88,29
1,2013,85846,2,0,1,46.9683,1995,190,5,13.08,10
5,2012,52000,2,1,1,44.7948,1461,84.8,5,3.5,24
6,2010,47000,3,1,2,30.10909091,2354,177.6,5,3.5,21
2,2010,72010,2,1,1,34.776,1493,110,5,4.45,22
10,2015,15000,3,1,1,39.51818182,796,34.2,8,2.35,25
11,2015,480000,3,1,1,40.92954545,1497,117.3,5,5,21
11,2012,24720,2,0,2,28.7316,2967,241.4,5,28,9
8,2007,75000,3,1,2,39.04772727,1388,68,5,2,19
6,2015,57000,2,1,1,46.6578,1396,88.73,5,6.35,22
3,2015,41057,2,0,1,26.91,2143,201.1,5,24.63,8
9,2012,92000,4,1,2,39.21022611,998,58.2,5,3,25
8,2016,20000,2,1,1,47.1339,1498,98.59,5,7.9,19
6,2011,52359,3,1,1,43.51704545,1197,80,5,3.25,22
5,2016,17000,3,1,2,41.87045455,1497,117.3,5,8.25,21
11,2011,39002,2,1,1,47.7756,1461,63.1,5,2.85,24
9,2010,129986,2,1,2,41.4,1399,68,5,3.2,19
11,2013,45000,3,1,1,43.37590909,1198,75,5,1.75,24
11,2013,41300,2,1,1,36.846,1248,74,5,3.38,25
7,2009,82002,3,1,2,30.10909091,2354,177.6,5,5.75,21
6,2010,67000,3,0,1,32.22613636,1798,157.75,5,4.7,18
4,2017,21260,3,1,1,32.93181818,796,35,5,2.9,25
7,2012,55362,2,1,1,45.333,1396,88.8,5,4.25,22
8,2017,13000,2,0,1,35.2107,1582,126.2,5,14.5,22
3,2016,45725,2,1,1,52.164,1248,74,5,5.34,25
10,2014,105000,2,1,1,52.164,1248,74,5,3.85,25
4,2009,156056,2,1,1,26.496,2494,102,8,8.5,14
6,2016,135000,2,1,1,50.508,1120,71,5,4.2,22
5,2016,67000,2,1,1,42.9939,1248,88.7,7,6.75,25
10,2016,90000,2,0,1,22.5837,3198,197.2,7,26,19
1,2019,32251,2,1,1,46.6578,1396,88.73,5,8.61,22
6,2009,47000,3,1,1,44.69318182,998,67.1,5,1.46,25
6,2011,75308,2,1,2,43.677,1248,73.9,5,2.8,25
3,2018,44202,4,1,1,48.27946162,998,58.2,4,4,25
6,2014,58000,3,1,1,39.98863636,1497,118,5,5.47,21
6,2009,60000,3,1,1,41.16477273,1298,85.8,5,2.45,25
4,2014,45000,2,0,1,35.2935,1995,184,5,21.5,10
6,2010,41195,3,1,1,35.28409091,1368,90,5,1.38,26
8,2016,89000,2,1,1,33.12,2179,140,7,13.5,17
2,2009,60510,3,0,2,39.87102273,1197,78.9,5,3.1,22
6,2016,8500,3,1,1,50.33863636,1197,83.1,5,5.49,25
3,2017,35981,2,1,1,50.301,1248,88.5,5,9.51,25
6,2012,23152,3,1,1,36.69545455,1196,70.02,5,2.39,19
5,2014,74663,4,1,1,50.19507572,998,67.04,5,3.25,25
6,2014,61529,3,0,1,42.78784091,1197,103.5,5,5.65,23
7,2010,91596,2,1,1,30.9465,2489,93.7,7,1.85,17
3,2019,14298,3,0,1,31.35579545,2995,340,5,2.02,4
4,2013,83327,2,1,1,39.951,1248,73.9,5,5.8,25
4,2017,22857,3,1,1,38.10681818,1199,74,5,6.9,23
8,2013,34620,3,1,2,40.01215909,1591,121.3,5,5.35,22
2,2010,56000,3,1,1,46.59852273,1086,68.05,5,2.85,22
8,2014,81000,2,0,1,26.91,2143,204,5,22.75,8
10,1998,95150,3,1,3,40.69431818,993,60,5,0.45,25
1,2013,32776,3,1,1,47.89227273,1197,78.9,5,4.64,22
1,2016,51587,2,1,1,53.406,1498,98.6,5,5.27,21
10,2016,36000,2,1,1,29.187,2179,148,7,10,26
6,2015,22000,3,1,1,43.51704545,1198,86.8,5,3.95,21
3,2010,30754,3,1,1,39.98863636,1197,80,5,3.38,22
1,2018,37109,3,1,1,34.55488636,1390,120.33,5,16.8,23
11,2010,45000,3,1,1,39.28295455,1198,88.8,5,1.99,21
1,2017,33284,3,1,1,44.45795455,1197,82,5,5.84,22
1,2016,55115,2,0,1,30.5118,2993,270.9,5,36.15,5
11,2014,18000,2,0,1,33.8652,2179,187.7,5,25.7,5
1,2013,130790,2,1,1,33.12,2179,140,7,9.24,17
5,2015,16607,2,1,1,46.989,1598,118,5,7.65,25
1,2015,32205,2,0,1,35.4177,1968,174.33,5,25.31,9
5,2013,67000,2,1,1,39.3507,1461,108.45,5,4.75,20
1,2014,57676,3,1,1,44.92840909,1197,85.8,5,6.69,25
6,2012,41000,3,1,1,38.74193182,1198,73.9,5,3.1,23
10,2012,65000,3,1,1,46.33977273,796,35,8,1.55,25
1,2019,12153,3,0,1,44.45795455,1197,81.86,5,6.84,22
4,2014,16810,3,1,1,59.74772727,624,37.5,4,1.6,26
3,2017,61221,3,0,1,41.96454545,1395,147.51,5,21.73,9
6,2015,22000,3,1,1,38.74193182,1198,74,5,4.75,23
8,2015,63714,3,1,1,53.49068182,796,47.3,5,2.45,25
3,2019,14857,2,0,1,42.849,1496,113.98,5,31.55,7
5,2012,69000,2,0,2,31.464,1968,140.8,5,10.25,9
1,2019,14648,2,1,1,26.1234,2198,158,7,27.36,19
4,2013,100000,3,1,2,37.16590909,1499,110,5,6.5,19
10,2016,22000,3,1,1,44.45795455,1197,82,5,4.25,22
6,2014,10000,3,1,1,42.81136364,1199,82.4,5,5.5,29
11,2015,107000,3,1,1,49.04488636,1197,83.14,5,4,25
3,2017,48198,3,1,1,41.32943182,1193,88.7,5,4.65,26
5,2015,15000,2,0,1,39.8889,2143,170,5,28.5,8
1,2014,80073,2,1,1,35.811,1998,163.7,5,7.11,29
4,2013,85388,2,1,1,43.677,1248,73.9,5,3.9,25
10,2017,14700,3,1,1,44.45795455,1197,81.86,5,5.6,22
9,2012,150000,2,1,3,58.788,1248,73.75,5,2.25,25
11,2011,34994,2,1,1,46.2024,1582,126.32,5,3.9,22
1,2014,82536,2,0,1,30.5118,2993,270.9,5,28.63,5
5,2013,82000,3,0,1,32.22613636,1798,157.75,5,7.25,18
9,2006,52000,3,1,2,44.45795455,998,67.1,5,2,25
6,2011,20000,3,1,1,38.74193182,1198,73.9,5,3.5,23
4,2011,55000,3,1,1,34.81363636,1799,130.2,5,5,21
7,2015,47001,4,1,1,29.93147032,1196,63,5,3.72,25
8,2014,52000,3,1,1,52.92613636,998,67.04,5,3.45,25
11,2013,43284,2,1,1,48.438,1248,74,5,4.5,25
1,2018,23875,3,0,1,30.57954545,1591,121.3,5,14.36,22
2,2016,51866,3,1,1,44.45795455,1197,82,5,5.5,22
6,2013,69000,2,1,1,47.7756,1461,63.1,5,3,24
1,2017,62788,3,1,1,44.45795455,1197,81.86,5,6.08,22
8,2013,150000,2,1,1,42.5178,1598,103.6,5,5,23
3,2015,47566,2,0,1,25.9785,2982,168.5,7,20.25,14
8,2002,67000,3,1,3,47.75113636,999,62,5,1.2,22
9,2018,20300,2,0,1,23.5152,2755,171.5,7,18,14
9,2015,48300,2,0,1,41.4,2143,107.3,5,17.5,8
9,2013,30000,3,1,1,49.63295455,814,55.2,5,2.1,22
2,2012,36000,2,1,2,46.989,1582,126.24,5,7.5,22
3,2015,27641,2,0,2,42.849,1496,113.98,4,24.77,7
2,2015,60000,2,1,1,40.6548,1461,108.45,5,8.65,20
8,2019,9000,2,0,1,22.5837,3198,197,7,35.5,19
5,2014,60750,3,1,1,33.59045455,1798,138.03,5,10.5,14
5,2018,9000,2,1,1,28.98,2179,155,7,13,17
11,2012,41100,2,0,1,34.7139,2993,261.49,5,26.5,10
7,2004,60000,3,1,2,40.69431818,1061,64,5,1.4,25
3,2017,38424,3,1,1,41.87045455,1497,117.3,5,7.51,21
5,2014,50000,2,1,1,47.403,1248,74,5,4.3,25
6,2015,19000,3,0,1,42.34090909,1497,117.3,5,8.95,21
3,2015,58734,2,1,1,42.9939,1248,88.76,7,6.91,25
1,2016,65257,2,1,1,39.3507,1461,108.45,5,9.75,20
10,2010,130000,2,1,2,39.951,1248,73.9,5,4,25
4,2011,79000,2,1,1,48.024,1248,73.94,5,3.65,25
8,2013,78000,2,1,1,31.257,2179,140,7,10.75,17
3,2015,49133,3,1,1,45.63409091,1198,86.8,5,4.51,21
1,2016,22769,2,0,1,31.5882,2987,165,5,49.22,8
1,2014,54448,2,1,1,43.5114,1248,88.8,5,3.7,26
4,2014,158793,2,1,1,26.496,2494,102,7,12.99,14
5,2015,62088,3,1,1,43.75227273,1197,85.8,5,4.15,25
11,2012,14800,3,1,1,40.01215909,1591,121.3,5,4.4,22
11,2015,26000,3,1,1,40.69431818,1497,117.3,7,4.25,21
6,2017,32005,3,1,1,42.34090909,1198,86.7,5,4.25,21
10,2017,35000,3,0,1,42.34090909,1497,117.3,5,7.7,21
9,2015,52000,2,0,1,26.289,2179,187.7,5,39.75,3
6,2017,11000,3,1,1,40.92954545,1497,117.3,5,8.5,21
10,2008,62000,3,0,1,22.34659091,2997,231.1,5,7,8
8,2002,65134,3,1,3,32.46136364,1299,70,5,0.8,19
5,2013,71000,2,1,1,26.91,2982,168.5,7,15.25,14
4,2008,51366,3,1,1,44.69318182,998,66.1,5,2.25,25
11,2016,46300,2,1,1,29.1249,1948,83.1,7,4.85,26
1,2012,60908,3,0,2,36.69545455,1497,116.3,5,6.42,21
8,2012,93450,2,1,2,48.0033,1461,63.12,5,2.5,24
4,2011,104000,2,0,1,39.4956,1582,126.32,5,5.75,22
9,2003,52000,3,1,1,37.87159091,796,37,4,0.5,25
1,2015,42999,2,1,1,31.257,2179,140,7,11.52,17
5,2014,90000,2,1,1,44.505,1248,88.8,5,4.5,25
2,2013,72000,3,0,1,35.28409091,1396,98.6,5,4.75,22
1,2019,54321,2,1,1,40.7169,1582,126.2,5,13.54,22
3,2015,59630,2,0,1,26.91,2143,201.1,5,23.41,8
4,2013,116000,2,0,2,25.9785,2982,168.5,7,19.25,14
7,2015,34000,2,0,1,18.63,1984,181,5,20,11
5,2011,70000,2,0,1,29.4147,2143,203,5,13,8
8,2010,80000,3,1,1,23.99318182,2354,180,5,3.99,21
9,2015,110000,2,1,1,53.406,1498,98.6,5,4.65,21
7,2013,56454,2,1,1,58.788,1248,73.75,5,4.65,25
11,2013,60000,3,1,1,43.75227273,1197,85.8,5,3.15,25
5,2013,56000,3,0,1,34.17852273,1798,138.1,5,8.25,14
2,2012,63000,2,0,2,23.7843,4367,335.3,5,65,3
8,2012,63000,2,1,1,47.403,1248,74,5,4.5,25
11,2017,15050,2,1,1,33.741,1956,170,5,17.5,12
6,2016,29401,3,1,1,47.98636364,1197,81.8,5,4.31,25
3,2016,25238,3,1,1,43.9875,1199,88.7,5,6.2,21
8,2011,79000,2,1,1,48.8313,1364,68,5,4.67,14
3,2011,58752,3,1,1,38.74193182,1198,73.9,5,3.32,23
5,2011,62000,3,0,1,30.34431818,1799,130,5,3.75,21
2,2013,132000,3,1,1,39.47113636,1496,88.73,5,4.7,14
8,2016,51000,3,1,1,40.01215909,1591,121.3,5,6.5,22
4,2009,185200,2,1,1,26.496,2494,102,8,7.25,14
1,2016,61717,2,1,1,46.989,1598,118,5,8.94,25
11,2018,8896,3,1,1,44.69318182,1194,94.68,5,7.34,19
5,2016,17000,3,1,1,50.33863636,1197,83.1,5,6.9,25
6,2016,31378,3,1,1,42.81136364,1199,88.7,5,5.9,21
9,2013,114000,2,0,1,46.2024,1582,126.3,5,6.75,22
7,2014,81000,2,1,1,53.406,1498,98.6,5,4.1,21
6,2017,31000,2,0,1,38.3157,1968,147.51,5,27,9
6,2014,35000,3,1,1,35.28409091,1598,103.52,5,4.5,18
11,2013,60001,2,0,1,35.4177,1968,174.33,5,14.5,9
10,2014,75074,2,1,1,48.438,1248,74,5,5.25,25
11,2012,80000,2,1,2,46.161,1248,74,5,1.2,26
10,2006,147350,2,1,2,26.8893,2494,100.6,8,4.95,14
4,2013,60000,2,1,1,40.6548,1461,108.45,5,7.5,20
11,2015,7501,3,0,1,23.52272727,2996,333,4,48,8
5,2015,58000,2,1,1,53.406,1498,98.6,5,4.45,21
1,2018,29277,2,0,1,23.9499,2987,254.79,5,59.65,8
3,2015,57034,2,1,1,48.024,1248,73.94,5,4.38,25
3,2016,40810,2,1,1,58.1463,1248,88.5,5,7.9,25
2,2008,35268,3,1,2,42.15272727,1086,62,5,1.88,22
6,2008,81000,2,0,2,38.2536,2993,265,5,10.5,10
1,2018,34630,3,0,1,50.33863636,1197,83.1,5,7.29,25
4,2012,45122,2,1,1,48.645,1498,88.7,5,6,19
8,2011,126000,2,1,3,33.12,2179,140,7,6.7,17
10,2009,63000,3,1,1,46.33977273,796,46.3,5,1.5,25
3,2016,32298,2,0,1,42.849,1496,113.98,4,23.8,7
3,2014,63288,2,1,1,31.257,2179,140,7,7.77,17
1,2012,43337,3,1,1,42.15272727,1086,62.1,5,3.32,22
